LEARNING_RATE,HIDDEN_CHANNELS,DROPOUT,WEIGHT_DECAY,MRR,Recall@1,Recall@5,Recall@10
0.0001,768,0.4,0.001,0.6684915187500514,0.5638891815021595,0.7894237859475403,0.8608448330348678
0.0001,768,0.4,0.01,0.6696341083859136,0.5668387232697777,0.7918466238280839,0.8600021068155483
0.0001,768,0.4,0.05,0.6712151707695816,0.5677867902665121,0.7953228694827768,0.8624249446960919
0.0001,768,0.5,0.001,0.6216468319688169,0.5129042452333298,0.7460233856525861,0.8268197619298431
0.0001,768,0.5,0.01,0.6226593260686818,0.5172232171073422,0.7434952069946276,0.8221847677235858
0.0001,768,0.5,0.05,0.6239924793902201,0.517749920994417,0.744443273991362,0.8238702201622248
0.0003,256,0.1,0.001,0.6450380885605479,0.5338670599389024,0.7741493732223744,0.8512588222901085
0.0003,256,0.1,0.01,0.6514015152860118,0.5406088696934583,0.7819445907510797,0.8550510902770463
0.0003,256,0.1,0.05,0.649998445718636,0.5425050036869272,0.7744653955546192,0.852206889286843
0.0003,256,0.2,0.001,0.6065480144137728,0.4916254081955125,0.7409670283366692,0.8247129463815442
0.0003,256,0.2,0.01,0.6120976522238967,0.49720846939850416,0.7486569050879596,0.8269251027072579
0.0003,256,0.2,0.05,0.6119663181469457,0.5005793742757821,0.7407563467818392,0.8221847677235858
0.0003,256,0.3,0.001,0.5638463588996087,0.4485410302328031,0.6956704940482461,0.7918466238280839
0.0003,256,0.3,0.01,0.5704297793646942,0.45370272832613506,0.7052565047930054,0.7914252607184241
0.0003,256,0.3,0.05,0.560406028729642,0.4419045612556621,0.6949331086063415,0.7892131043927104
0.0003,256,0.4,0.001,0.5267116758867089,0.4070367639313178,0.662066786052881,0.7548720109554409
0.0003,256,0.4,0.01,0.5287043523621857,0.4101969872537659,0.6624881491625408,0.7571895080585694
0.0003,256,0.4,0.05,0.5260591261360313,0.40935426103444644,0.6567997471821342,0.7518171284104077
0.0003,256,0.5,0.001,0.4816548896817847,0.3626882966396292,0.6130833245549352,0.714210470873275
0.0003,256,0.5,0.01,0.47600291749907725,0.35773728010112715,0.6068682186874539,0.7085220688928684
0.0003,256,0.5,0.05,0.4823285600122551,0.36374170441377857,0.6111871905614663,0.7095754766670178
0.0003,512,0.1,0.001,0.8140227177119276,0.7368587380174866,0.9106710207521331,0.9491204045085853
0.0003,512,0.1,0.01,0.81266986519345,0.7332771515853787,0.9115137469714526,0.9503844938375645
0.0003,512,0.1,0.05,0.8128556298795169,0.7348572632466027,0.9106710207521331,0.9498577899504899
0.0003,512,0.2,0.001,0.7701577682630762,0.6799747182134204,0.8813862846307806,0.9301590645738965
0.0003,512,0.2,0.01,0.7688562899701853,0.68081744443274,0.8779100389760877,0.9268935004740335
0.0003,512,0.2,0.05,0.7704645067076606,0.6803960813230802,0.8822290108501001,0.927841567470768
0.0003,512,0.3,0.001,0.7217155411741693,0.6239334246286737,0.8390392921099757,0.9027704624460129
0.0003,512,0.3,0.01,0.7222687125700454,0.6227746760771095,0.8447276940903824,0.9039292109975772
0.0003,512,0.3,0.05,0.7272827982946253,0.6304645528283999,0.8447276940903824,0.9023490993363531
0.0003,512,0.4,0.001,0.6757842681515528,0.5701042873696408,0.8014326345728432,0.8708522068892869
0.0003,512,0.4,0.01,0.674288950547743,0.5701042873696408,0.7973243442536606,0.8685347097861582
0.0003,512,0.4,0.05,0.6773595232463687,0.573264510692089,0.8005899083535236,0.8706415253344569
0.0003,512,0.5,0.001,0.6177869720681031,0.5051090277046245,0.7505530390814285,0.8330348677973244
0.0003,512,0.5,0.01,0.6177423064544296,0.5064784578110186,0.7500263351943537,0.8262930580427683
0.0003,512,0.5,0.05,0.6164433738587779,0.5048983461497946,0.7469714526493205,0.8279785104814074
0.0003,768,0.1,0.001,0.878116004314882,0.818497840514063,0.9511218792794691,0.9749288949752449
0.0003,768,0.1,0.01,0.8747361219424861,0.8142842094174655,0.9504898346149795,0.9747182134204151
0.0003,768,0.1,0.05,0.8751334604026321,0.8139681870852207,0.9524913093858632,0.9742968503107553
0.0003,768,0.2,0.001,0.8438950907971756,0.7725692615611504,0.9330032655640998,0.9628147055725271
0.0003,768,0.2,0.01,0.8426193312572154,0.7710944906773411,0.9306857684609713,0.9626040240176973
0.0003,768,0.2,0.05,0.8426545741975963,0.7728852838933952,0.9296323606868219,0.9621826609080375
0.0003,768,0.3,0.001,0.800569041833744,0.7187401243021173,0.9003476245654692,0.9440640471926682
0.0003,768,0.3,0.01,0.7988118935203415,0.7162119456441589,0.9024544401137681,0.9440640471926682
0.0003,768,0.3,0.05,0.8040820341873843,0.7247445486147688,0.9023490993363531,0.9465922258506267
0.0003,768,0.4,0.001,0.7528673657980265,0.6606973559464869,0.863899715579901,0.9187822606130833
0.0003,768,0.4,0.01,0.7553662809152004,0.6631201938270305,0.8671652796797641,0.9189929421679132
0.0003,768,0.4,0.05,0.7544126343022841,0.6613294006109766,0.8675866427894238,0.9202570314968924
0.0003,768,0.5,0.001,0.6974867455444945,0.5954914147266407,0.820077952175287,0.8858105972822079
0.0003,768,0.5,0.01,0.6989857633865829,0.5991783419361635,0.8188138628463079,0.8825450331823449
0.0003,768,0.5,0.05,0.699217918776236,0.5977035710523544,0.8215527230590962,0.8849678710628884
0.0005,256,0.1,0.001,0.6934161420014567,0.5892763088591594,0.8192352259559675,0.8877067312756768
0.0005,256,0.1,0.01,0.6929338557996162,0.5907510797429685,0.8142842094174655,0.8812809438533656
0.0005,256,0.1,0.05,0.6881897696751857,0.5829558622142631,0.8141788686400505,0.8859159380596229
0.0005,256,0.2,0.001,0.642432799877133,0.5329189929421679,0.7691983566838724,0.8503107552933741
0.0005,256,0.2,0.01,0.6407079016170999,0.5297587696197198,0.7720425576740756,0.8544190456125567
0.0005,256,0.2,0.05,0.6473143242099115,0.5361845570420309,0.7783630043189719,0.8543137048351417
0.0005,256,0.3,0.001,0.5967089490825221,0.48109133045401875,0.7335931739176235,0.8160750026335194
0.0005,256,0.3,0.01,0.5974520691256966,0.4842515537764669,0.7316970399241547,0.8150215948593701
0.0005,256,0.3,0.05,0.5924395790034093,0.47772042557674077,0.7286421573791214,0.8136521647529759
0.0005,256,0.4,0.001,0.5503087648123968,0.4315811650689982,0.6858738017486569,0.7813125460865901
0.0005,256,0.4,0.01,0.5521601477160075,0.43526809227852103,0.6832402823132835,0.7773095965448225
0.0005,256,0.4,0.05,0.550627118671596,0.4338986621721268,0.6846097124196776,0.7752027809965237
0.0005,256,0.5,0.001,0.49951049073840037,0.38112293268724323,0.6318339829347941,0.7298009059306858
0.0005,256,0.5,0.01,0.49968209618365633,0.3788054355841146,0.6334140945960182,0.7308543137048351
0.0005,256,0.5,0.05,0.5009793462885019,0.3803855472453387,0.6377330664700306,0.7383335089012957
0.0005,512,0.1,0.001,0.8292042041839012,0.7522384915200674,0.9245760033709048,0.9581797113662699
0.0005,512,0.1,0.01,0.8274721421978192,0.7516064468555778,0.9215211208258717,0.9556515327083114
0.0005,512,0.1,0.05,0.8330819589836219,0.7600337090487728,0.9254187295902244,0.9576530074791952
0.0005,512,0.2,0.001,0.7857233891516114,0.7013588960286526,0.8917096808174444,0.9379542821026019
0.0005,512,0.2,0.01,0.7883764103761944,0.7033603707995365,0.8931844517012536,0.9356367849994733
0.0005,512,0.2,0.05,0.7828095789588495,0.6956704940482461,0.8912883177077847,0.9376382597703571
0.0005,512,0.3,0.001,0.7370419630667008,0.641946697566628,0.8493626882966396,0.9116190877488676
0.0005,512,0.3,0.01,0.7329709066226104,0.6349942062572422,0.8538923417254819,0.9086695459812494
0.0005,512,0.3,0.05,0.7379429558815526,0.6428947645633625,0.8549457494996313,0.9111977246392078
0.0005,512,0.4,0.001,0.6841295806567254,0.5808490466659644,0.8101759190982829,0.8774886758664279
0.0005,512,0.4,0.01,0.6758293104297439,0.573053829137259,0.798272411250395,0.8708522068892869
0.0005,512,0.4,0.05,0.6809327581744398,0.5746339407984831,0.8098598967660381,0.8782260613083325
0.0005,512,0.5,0.001,0.6250815776281727,0.5129042452333298,0.7583482566101338,0.8346149794585485
0.0005,512,0.5,0.01,0.6217728125784072,0.5095333403560518,0.7524491730748973,0.8337722532392289
0.0005,512,0.5,0.05,0.6234069217857806,0.5119561782365953,0.7547666701780259,0.8384072474454861
0.0005,768,0.1,0.001,0.8790009390483738,0.8175497735173286,0.9544927841567471,0.9767196881912988
0.0005,768,0.1,0.01,0.8800786971769404,0.8209206783946066,0.9535447171600127,0.9754555988623196
0.0005,768,0.1,0.05,0.8798175743563823,0.8193405667333825,0.9537553987148425,0.976298325081639
0.0005,768,0.2,0.001,0.8412934307328978,0.7684609712419678,0.9310017907932161,0.9622880016854525
0.0005,768,0.2,0.01,0.8415313749925059,0.7679342673548931,0.9317391762351206,0.9608132308016433
0.0005,768,0.2,0.05,0.8425003090616354,0.7700410829031918,0.9305804276835563,0.9626040240176973
0.0005,768,0.3,0.001,0.7975995977429935,0.7150531970925945,0.8990835352364901,0.9438533656378384
0.0005,768,0.3,0.01,0.8007819214351657,0.7169493310860634,0.9040345517749921,0.9465922258506267
0.0005,768,0.3,0.05,0.7970859456216123,0.71431581165069,0.899188876013905,0.939534393763826
0.0005,768,0.4,0.001,0.745925136103099,0.6509006636468977,0.8610555145896976,0.9185715790582535
0.0005,768,0.4,0.01,0.7503393876065099,0.657115769514379,0.8641103971347308,0.9192036237227431
0.0005,768,0.4,0.05,0.7455724153771092,0.6499525966501633,0.8621089223638471,0.9180448751711787
0.0005,768,0.5,0.001,0.6914105716857379,0.5883282418624249,0.8157589803012746,0.8818076477404403
0.0005,768,0.5,0.01,0.6850424108398311,0.5799009796692299,0.811861371536922,0.8776993574212578
0.0005,768,0.5,0.05,0.6839015054588149,0.5799009796692299,0.8065943326661751,0.8736964078794901
0.001,256,0.1,0.001,0.7121670653168264,0.6093963973454124,0.8377752027809965,0.9002422837880544
0.001,256,0.1,0.01,0.7170490313074889,0.6154008216580639,0.8383019066680713,0.8998209206783946
0.001,256,0.1,0.05,0.7125822177030962,0.6106604866743917,0.8363004318971874,0.8984514905720005
0.001,256,0.2,0.001,0.6584881716002694,0.5476667017802591,0.7912145791635943,0.865479827241125
0.001,256,0.2,0.01,0.6617810297891827,0.5516696513220267,0.7925840092699884,0.8677973243442536
0.001,256,0.2,0.05,0.6618192500269271,0.5524070367639313,0.7958495733698515,0.8644264194669756
0.001,256,0.3,0.001,0.6073924238463618,0.49099336353102285,0.7442325924365322,0.828715895923312
0.001,256,0.3,0.01,0.6057499671038248,0.49078268197619296,0.7409670283366692,0.8273464658169177
0.001,256,0.3,0.05,0.6057637463131784,0.4903613188665332,0.7426524807753081,0.8230274939429053
0.001,256,0.4,0.001,0.5583856466690259,0.4394817233751185,0.6961971979353208,0.7844727694090382
0.001,256,0.4,0.01,0.5567671863973278,0.43927104182028864,0.6947224270515117,0.7853154956283578
0.001,256,0.4,0.05,0.5558378339445592,0.43790161171389447,0.6889286842936901,0.7844727694090382
0.001,256,0.5,0.001,0.5065598006310679,0.38681133466764983,0.6432107868956073,0.7371747603497314
0.001,256,0.5,0.01,0.5095366075156055,0.38933951332560834,0.6425787422311177,0.7457073633203413
0.001,256,0.5,0.05,0.49887961677973874,0.37743600547772044,0.6356262509217318,0.7417044137785737
0.001,512,0.1,0.001,0.8172640871506893,0.7401243021173496,0.912567154745602,0.9503844938375645
0.001,512,0.1,0.01,0.8138013942180977,0.7345412409143579,0.9118297693036974,0.9504898346149795
0.001,512,0.1,0.05,0.8122316255625545,0.732645106920889,0.9119351100811124,0.9492257452860002
0.001,512,0.2,0.001,0.7615608583746208,0.6709154113557358,0.8720109554408512,0.924365321816075
0.001,512,0.2,0.01,0.7595650498457392,0.6682818919203624,0.8716949331086064,0.9253133888128094
0.001,512,0.2,0.05,0.7623705329368785,0.6710207521331507,0.8747498156536395,0.9295270199094069
0.001,512,0.3,0.001,0.7064807375349851,0.606657537132624,0.8289265774781418,0.8902349099336353
0.001,512,0.3,0.01,0.7094405799722127,0.6093963973454124,0.8305066891393659,0.8953966080269672
0.001,512,0.3,0.05,0.7076614141929475,0.606657537132624,0.8313494153586853,0.8942378594754029
0.001,512,0.4,0.001,0.6455353379552117,0.5358685347097861,0.7759401664384283,0.8516801853997682
0.001,512,0.4,0.01,0.6480559871644427,0.5382913725903297,0.7793110713157063,0.8536816601706521
0.001,512,0.4,0.05,0.6510806409732627,0.5434530706836617,0.7791003897608765,0.8510481407352787
0.001,512,0.5,0.001,0.5993362827167945,0.48509427999578636,0.7345412409143579,0.8142842094174655
0.001,512,0.5,0.01,0.5943202138386219,0.4803539450121142,0.7256926156115032,0.8154429579690298
0.001,512,0.5,0.05,0.5914735483054281,0.47708838091225114,0.7262193194985779,0.8125987569788266
0.001,768,0.1,0.001,0.8442747970399116,0.7753081217739387,0.929421679131992,0.9611292531338881
0.001,768,0.1,0.01,0.8416299935981526,0.7707784683450963,0.9287896344675024,0.9610239123564732
0.001,768,0.1,0.05,0.8434102483030702,0.77320130622564,0.9298430422416517,0.9620773201306225
0.001,768,0.2,0.001,0.796806915322863,0.71431581165069,0.8976087643526809,0.9416412093121247
0.001,768,0.2,0.01,0.7944657940861942,0.7096808174444328,0.8990835352364901,0.9421679131991995
0.001,768,0.2,0.05,0.7965822800137552,0.7138944485410302,0.8992942167913199,0.9414305277572949
0.001,768,0.3,0.001,0.7455168802891176,0.6498472558727484,0.8630569893605815,0.916043400400295
0.001,768,0.3,0.01,0.7427335877041976,0.6460549878858106,0.8591593805962288,0.9152006741809755
0.001,768,0.3,0.05,0.7441501745791369,0.6488991888760139,0.8586326767091541,0.9141472664068261
0.001,768,0.4,0.001,0.6865668108787331,0.581375750553039,0.8139681870852207,0.8811756030759507
0.001,768,0.4,0.01,0.6894584802943236,0.5871694933108607,0.8112293268724323,0.8811756030759507
0.001,768,0.4,0.05,0.6921441968264117,0.5901190350784788,0.8160750026335194,0.8802275360792162
0.001,768,0.5,0.001,0.6338595022735072,0.5216475297587696,0.7686716527967976,0.845359738754872
0.001,768,0.5,0.01,0.6315220941472661,0.5191193511008111,0.7673022226904035,0.8451490572000422
0.001,768,0.5,0.05,0.6315504473986665,0.5173285578847572,0.766354155693669,0.845465079532287
